ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
9786171297609,Ґ.i В. Левандовскi,eBooks - Психологія,українська,,КСД,Твої правила кохання. 10 кроків до обіймів найкращої людини на землі,,,
9786171280793,С. Кінг,eBooks - Фентезі,українська,,КСД,Інститут,,,2020.0
9786171293830,С. Талан,eBooks - Сучасні автори,українська,,КСД,Де живе свобода. Її полиновий присмак. Книга 2,,,
9786171273108,С. Кінг,eBooks - Фентезі,українська,,КСД,Темна вежа. Темна вежа VII,,,2021.0
978-617-12-1612-9,С. Плохій,eBooks - Історія і факти,українська,,КСД,Брама Європи. Історія України від скіфських воєн до незалежності,,,2021.0
9789661430241,Леся Українка,eBooks - Класика,українська,,КСД,Кращі твори,,,2012.0
9789661474597,Д. Дефо,eBooks - Дітям 7-12 років,українська,,КСД,Робінзон Крузо,,,2014.0
9786171209930,А. Сапковський,eBooks - Фентезі,українська,,КСД,Відьмак. Меч призначення. Книга 2,,,2016.0
9786171277120,А. Новік,eBooks - Сучасні автори,українська,,КСД,Аномалія,,,2020.0
9786171502970,"М .А. Кусумано, Д.Б. Йоффі",eBooks - Бізнес-література,українська,,КСД,"Стратегії геніїв. П’ять найважливіших уроків від Білла Ґейтса, Енді Ґроува та Стіва Джобса",,,2023.0
9786171287358,Я. Дегтяренко,eBooks - Історико-пригодницькі,українська,,КСД,Останній володар,,,2021.0
9786171506992,Т. Ґеррітсен,eBooks - Детективи,українська,,КСД,Я знаю секрет,,,2024.0
9786171501973,Ендрю Нейдерман,eBooks - Сучасні автори,українська,,КСД,Адвокат диявола,,,2023.0
9786171279773,І. Карпенко-Карий,eBooks - Класика,українська,,КСД,Сто тисяч. Вибрані твори,,,2020.0
9786171504578,Дж. Гаррісон,"eBooks - Саморозвиток, мотивація",українська,,КСД,"5 життєвих питань, які треба розв’язати всім парам, або Чому так важливо мити посуд",,,2023.0
9786171503069,Томас Гарріс,eBooks - Сучасні автори,українська,,КСД,Червоний дракон,,,2023.0
9786171293489,Б. Кемерон,eBooks - Сучасні автори,українська,,КСД,Ідеальне Різдво для собаки,,,
9786171502338,А. Гейлі,eBooks - Сучасні автори,українська,,КСД,Готель,,,2023.0
9786171501263,С. Ґупта,eBooks - Научпоп,українська,,КСД,Ясний розум. Як омолодити мозок за 12 тижнів,,,2023.0
9786171298699,Лі Бардуґо,eBooks - Фентезі,українська,,КСД,Руїна та відновлення. Книга 3,,,2022.0
9786171503397,Д. Гарріс,eBooks - Сучасні автори,українська,,КСД,Персики для месьє кюре. Книга 3,,,2023.0
9786171215955,Д. Кіз,eBooks - Сучасні автори,українська,,КСД,Таємнича історія Біллі Міллігана,,,
9786171504189,С. Плохій,eBooks - Історія і факти,українська,,КСД,Російсько-українська війна: повернення історії,,,2023.0
9786171200159,С. Кінг,eBooks - Сучасні автори,українська,,КСД,"Що впало, те пропало",,,
9789661426046,Т. Шевченко,eBooks - Класика,українська,,КСД,Кобзар. Повна ілюстрована збірка,,,2011.0
9786171502000,А. Крісті,eBooks - Детективи,українська,,КСД,П’ятеро поросят,,,2023.0
978-617-12-3513-7,С. Кінг,eBooks - Фантастика,українська,,КСД,Протистояння. Том 1,,,2017.0
978-617-12-5210-3,В. Скотт,eBooks - Дітям 7-12 років,українська,,КСД,Айвенго,,,2018.0
9786171504936,Аґата Крісті,eBooks - Детективи,українська,,КСД,Вечірка на Гелловін,,,2023.0
9786171298729,Саймон Бекетт,eBooks - Детективи,українська,,КСД,Хімія смерті. Перше розслідування,,,2022.0
9786171503007,Д. Свааб,eBooks - Научпоп,українська,,КСД,Ми - це наш мозок,,,2023.0
9786171297661,З. Чанс,eBooks - Психологія,українська,,КСД,"Психологія впливу та переконання. Як отримати все, що забажаєш",,,2022.0
9786171507616,Д. Везерфорд,eBooks - Історія і факти,українська,,КСД,Чингісхан та історія створення сучасного світу,,,2024.0
9786171299887,Т. Ґеррітсен,eBooks - Детективи,українська,,КСД,"Дівчина, яка мовчить",,,2023.0
978-617-12-3941-8,В. Шкляр,eBooks - Сучасні автори,українська,,КСД,Троща,,,2017.0
9786171276031,О. Вишня,eBooks - Класика,українська,,КСД,Мисливські усмішки,,,2020.0
9786171290518,Лі  Бардуґо,eBooks - Фентезі,українська,,КСД,Тінь та кістка. Книга 1,,,2021.0
9786171506725,Н. Робертс,eBooks - Романи про кохання,українська,,КСД,Пробудження. Спадщина драконового серця. Книга 1,,,2024.0
9786171252677,І. Ялом,eBooks - Психологія,українська,,КСД,Брехуни на кушетці. Психотерапевтичні оповіді,,,2018.0
9786171280137,І. Агапєєва,eBooks - Романи про кохання,українська,,КСД,Жіноче щастя,,,2020.0
9786171281677,В. Шкляр,eBooks - Сучасні автори,українська,,КСД,Спів Божої пташки,,,2020.0
9786171299535,Джейсон Рекулак,eBooks - Сучасні автори,українська,,КСД,Приховані малюнки,,,2022.0
9786171287983,Е. М. Ремарк,eBooks - Класика,українська,,КСД,Життя у позику,,,2021.0
9786171299504,Річард Осман,eBooks - Детективи,українська,,КСД,"Людина, яка померла двічі",,,2022.0
9786171298033,Ф. Герберт,eBooks - Фантастика,українська,,КСД,Капітула Дюни,,,2022.0
9786171284289,З. Лешко,eBooks - Сучасні автори,українська,,КСД,Знайди мене,,,2020.0
9786171287044,Т. Пахомова,eBooks - Історико-пригодницькі,українська,,КСД,Схизматик. Діти Каїна,,,
9786171294349,Ф. Герберт,eBooks - Фантастика,українська,,КСД,Єретики Дюни,,,2021.0
9786171290365,Ш. Лапена,eBooks - Сучасні автори,українська,,КСД,Небажаний гість,,,2021.0
9789661441582,С. Кінг,eBooks - Фантастика,українська,,КСД,11/22/63,,,
9786171293892,О. Кобилянська,eBooks - Класика,українська,,КСД,Царівна. Вибрані твори,,,
9786171282537,П. Коельйо,eBooks - Сучасні автори,українська,,КСД,"Над річкою П’єдрою, там я сиділа та й плакала",,,2020.0
9786171293571,С. Кінг,eBooks - Фантастика,українська,,КСД,Згодом,,,
9786171503151,Б. Кемерон,eBooks - Сучасні автори,українська,,КСД,З любов’ю від Кленсі. Щоденник хорошого собаки,,,2023.0
9786171500433,Наталія Чайковська,eBooks - Історико-пригодницькі,українська,,КСД,Очевидець,,,2023.0
9786171299481,Аґата Крісті,eBooks - Детективи,українська,,КСД,Таємничий суперник,,,2022.0
9786171275195,Б. Кемерон,eBooks - Сучасні автори,українська,,КСД,Шлях додому,,,2020.0
9786171505483,Коллін Мак-Каллоу,eBooks - Сучасні автори,українська,,КСД,"Ті, що співають у терні",,,2023.0
9786171289499,С. Кінг,eBooks - Фентезі,українська,,КСД,Чаклун та сфера. Темна вежа IV,,,2021.0
9786171506695,Д. Браун,eBooks - Сучасні автори,українська,,КСД,Втрачений символ,,,2024.0
9789661434089,"І. Франко, І. Котляревський та ін.",eBooks - Класика,українська,,КСД,Українська драматургія. Золота збірка,,,2012.0
9786171500310,Л. Гунель,eBooks - Сучасні автори,українська,,КСД,Пробудження,,,2023.0
9786171286832,Д. Фанґ,eBooks - Здоров’я,українська,,КСД,Код діабету. Запобігти  та вилікувати,,,2021.0
9786171296763,С. Кінг,eBooks - Детективи,українська,,КСД,Біллі Саммерс,,,
9786171504097,Т. Ґеррітсен,eBooks - Детективи,українська,,КСД,Померти знову,,,2023.0
9786171206809,Б. Трейсі,"eBooks - Саморозвиток, мотивація",українська,,КСД,Зроби це зараз. 21 чудовий спосіб зробити більше за менший час,,,2021.0
9786171504905,Е. Дорр,eBooks - Сучасні автори,українська,,КСД,Все те незриме світло,,,2023.0
9786171505841,Т. Мафі,eBooks - Фентезі,українська,,КСД,Знищ мене. Книга 1,,,2024.0
9786171232532,А. Сапковський,eBooks - Фентезі,українська,,КСД,Відьмак. Володарка Озера. Книга 7,,,
9786171294400,Д. Гнатко,eBooks - Історико-пригодницькі,українська,,КСД,Радислава. Історія одного кохання,,,
9786171502451,А. Крісті,eBooks - Детективи,українська,,КСД,Таємниця відірваної пряжки,,,2023.0
9786171285651,С. Кінг,eBooks - Сучасні автори,українська,,КСД,Салимове Лігво,,,2020.0
978-617-12-6646-9,І. Санд,eBooks - Психологія,українська,,КСД,Компас емоцій. Як зрозуміти свої почуття,,,2019.0
9786171279711,С. Талан,eBooks - Сучасні автори,українська,,КСД,З любов’ю до життя,,,2020.0
9786171502420,Д. Гнатко,eBooks - Історико-пригодницькі,українська,,КСД,Щоденник безнадійно приреченої,,,2023.0
9786171505759,Пенелопа Дуглас,eBooks - Сучасні автори,українська,,КСД,Панк 57,,,2023.0
9786171505698,Л. Волок,eBooks - Романи про кохання,українська,,КСД,Дівчина без сукні,,,2023.0
9786171281646,С. Кінг,eBooks - Фентезі,українська,,КСД,Повна темрява. Без зірок,,,2020.0
9786171287716,Д. Гнатко,eBooks - Історико-пригодницькі,українська,,КСД,Лора. Історія одного божевілля,,,2021.0
9786171294912,С. Кінг,eBooks - Фентезі,українська,,КСД,Мізері,,,
9786171299207,Ш. Шталь,eBooks - Психологія,українська,,КСД,Твоїй внутрішній дитині потрібен дім,,,2022.0
9786171254886,Дж. Аберкромбі,eBooks - Фентезі,українська,,КСД,На лезі клинка. Книга 1,,,2018.0
978-617-12-1264-0,Ч. Поланік,eBooks - Сучасні автори,українська,,КСД,Бійцівський клуб,,,
9786171276000,Л. Керролл,eBooks - Дітям від 12 років,українська,,КСД,Аліса в Дивокраї,,,2020.0
9786171291874,Л. Дашвар,eBooks - Сучасні автори,українська,,КСД,Село не люди 2. Добити свідка,,,2021.0
9786171293984,О. Кір’ян,eBooks - Сучасні автори,українська,,КСД,І гойдалка злітає знову,,,
9786171298095,С. Морено-Ґарсія,eBooks - Сучасні автори,українська,,КСД,Мексиканська готика,,,2022.0
978-617-12-2706-4,Н. Гурницька,eBooks - Сучасні автори,українська,,КСД,Мелодія кави в тональності сподівання. Книга 2,,,2016.0
9786171508279,Ю. Даценко,eBooks - Детективи,українська,,КСД,Пастка для різника. Книга 1,,,2024.0
9786171505964,Д. Гнатко,eBooks - Історико-пригодницькі,українська,,КСД,Мазуревичі. Історія одного роду,,,2024.0
978-617-12-6984-2,О. Олесь,eBooks - Класика,українська,,КСД,Княжа Україна. Вибране,,,2019.0
9786171505360,П. Ротфусс,eBooks - Фентезі,українська,,КСД,Страх мудреця. Книга 2,,,2023.0
9786171285149,М. Леві,eBooks - Сучасні автори,українська,,КСД,Закоханий привид,,,2020.0
9786171283596,Т. Сворт,eBooks - Психологія,українська,,КСД,Джерело: відкрий свій розум та зміни життя,,,2020.0
9786171298392,К. Гувен,eBooks - Здоров’я,українська,,КСД,Тестостерон. Захоплива історія поділу на статі,,,2022.0
9786171501591,"С. Гокінґ, Л. Млодінов",eBooks - Научпоп,українська,,КСД,Найкоротша історія часу,,,2023.0
9786171287167,Дж. Кехо,eBooks - Психологія,українська,,КСД,"Гроші, успіх і ви",,,
9786171282353,Я. Дегтяренко,eBooks - Історико-пригодницькі,українська,,КСД,Олеся: між коханням та честю. Книга 3,,,2020.0
9786171287136,Р.  Докінз,eBooks - Научпоп,українська,,КСД,"Бог, що віджив своє. Довідник для початківців",,,
9786171283923,А. Моро,eBooks - Романи про кохання,українська,,КСД,Наречені з того світу,,,2020.0
9786171295636,Л. Урі,eBooks - Психологія,українська,,КСД,"Як не померти на самоті. Дивовижна наука, яка допоможе вам знайти своє кохання",,,
9786171284166,"Е. Блекберн, Е. Епел",eBooks - Здоров’я,українська,,КСД,Кинь виклик старості. Як у 60 виглядати на 30 і почуватися на 18,,,2020.0
978-617-12-5648-4,М. Кідрук,eBooks - Сучасні автори,українська,,КСД,Де немає Бога,,,2018.0
9786171205987,С. Талан,eBooks - Романи про кохання,українська,,КСД,Купеля,,,2016.0
9786171507791,Д. Браун,eBooks - Сучасні автори,українська,,КСД,Джерело,,,2024.0
978-617-12-0202-3,укл. І. Штогрін,eBooks - Історія і факти,українська,,КСД,"АД 242. Історія мужності, братерства та самопожертви",,,2015.0
9786171289550,Т. Ґеррітсен,eBooks - Трилери,українська,,КСД,Клуб «Мефісто»,,,2021.0
9786171294738,Ф. Деттмер,eBooks - Здоров’я,українська,,КСД,"Дивовижний імунітет. Про антитіла, інфекції та інші цікавинки імунної системи",,,2021.0
9786171277090,З. Лешко,eBooks - Сучасні автори,українська,,КСД,Серце не обдуриш,,,2020.0
9786171506053,Р. Гайнлайн,eBooks - Фантастика,українська,,КСД,Двері у Літо,,,2024.0
9786171282599,Девід Д. Бернс,eBooks - Психологія,українська,,КСД,Почувайся добре. Нова терапія настрою,,,2020.0
9789661426695,Іван Франко,eBooks - Класика,українська,,КСД,Перехресні стежки. Лірика,,,2011.0
9786171289765,Л.Фельдман Барретт,eBooks - Психологія,українська,,КСД,7 1/2 уроків  про мозок,,,2021.0
9786171287532,Н. Елвуд,eBooks - Детективи,українська,,КСД,Секрет дому на озері,,,2021.0
978-617-12-5738-2,П. Куліш,eBooks - Класика,українська,,КСД,Чорна рада,,,2018.0
9786171503366,С. Вілар,eBooks - Історико-пригодницькі,українська,,КСД,Земля фіордів. Із варягів у греки. Книга 1,,,2023.0
9786171501355,Г. Селбі-молодший,eBooks - Сучасні автори,українська,,КСД,Реквієм по мрії,,,2023.0
9786171279629,Ф. Герберт,eBooks - Фантастика,українська,,КСД,Діти Дюни,,,2020.0
9786171505872,Т. Мафі,eBooks - Фентезі,українська,,КСД,Розгадай мене. Книга 2,,,2024.0
9789661415415,Л. Дашвар,eBooks - Сучасні автори,українська,,КСД,РАЙ.центр,,,2011.0
9786171278424,Л. Ґотліб,eBooks - Психологія,українська,,КСД,Як вийти заміж,,,2020.0
978-617-12-6963-7,Р. Кіплінг,eBooks - Дітям від 12 років,українська,,КСД,Книга джунглів,,,2019.0
9786171507463,К. Хантер,eBooks - Трилери,українська,,КСД,Ворог дуже близько. Книга 1,,,2024.0
9786171285200,Л. Гунель,"eBooks - Саморозвиток, мотивація",українська,,КСД,І знайдеш ти скарб у собі,,,2020.0
9786171298781,А. Кокотюха,eBooks - Детективи,українська,,КСД,Чорна мітка. Павутиння мороку,,,2022.0
9786171294943,Ф. Флеґґ,eBooks - Сучасні автори,українська,,КСД,Смажені зелені помідори в кафе «Зупинка»,,,
9786171503243,А. Крісті,eBooks - Детективи,українська,,КСД,Таємниці пансіону,,,2023.0
978-617-12-1833-8,С. Кінг,eBooks - Детективи,українська,,КСД,Кінець зміни,,,2016.0
9786171500853,С. Пономаренко,eBooks - Детективи,українська,,КСД,Чорне весілля,,,2023.0
9786171505902,І. Патриляк,eBooks - Історія і факти,українська,,КСД,Перемога або смерть. Український визвольний рух у 1939-1960 роках,,,2024.0
9789661445658,Т. Шевченко,eBooks - Класика,українська,,КСД,Кобзар. Вперше зі щоденником автора,,,2012.0
9786171504875,О. Афанасієва,eBooks - Історико-пригодницькі,українська,,КСД,Орлиний вогнецвіт,,,2023.0
9786171279650,М. Етвуд,eBooks - Сучасні автори,українська,,КСД,Заповіти,,,2020.0
9786171281431,А. Крісті,eBooks - Детективи,українська,,КСД,Смерть у хмарах,,,2020.0
9786171277601,Л. Хей,"eBooks - Саморозвиток, мотивація",українська,,КСД,Мудрість жінки,,,2020.0
9786171504783,Джуд Деверо,eBooks - Романи про кохання,українська,,КСД,Чорний Лев,,,2023.0
9786171299290,Донато Каррізі,eBooks - Детективи,українська,,КСД,Я - безодня,,,2022.0
9786171206823,"Дж. Фрайд, Д. Х. Хенссон","eBooks - Саморозвиток, мотивація",українська,,КСД,Rework. Ця книжка змінить ваш погляд на бізнес,,,
9786171282117,А. Кокотюха,eBooks - Детективи,українська,,КСД,Розбите дзеркало,,,2020.0
9786171288102,І. Ялом,eBooks - Психологія,українська,,КСД,Проблема Спінози,,,2021.0
9786171299856,Н. Нікалео та ін.,eBooks - Сучасні автори,українська,,КСД,Львів. Париж. Круасани,,,2023.0
978-617-12-6459-5,Ж. Верн,eBooks - Дітям від 12 років,українська,,КСД,Таємничий острів,,,2019.0
9786171289611,Н. Гуменюк,eBooks - Сучасні автори,українська,,КСД,Плач пересмішниці,,,
9786171504639,Рік Рубін,"eBooks - Саморозвиток, мотивація",українська,,КСД,Творчий акт: спосіб буття,,,2023.0
9786171299795,Дж. С. Фоєр,eBooks - Сучасні автори,українська,,КСД,Страшенно голосно і неймовірно близько,,,2023.0
9786171503571,Дж. Мойєс,eBooks - Романи про кохання,українська,,КСД,Червоні лубутени,,,2023.0
9786171293861,Дж. Е. Гарріс,eBooks - Дітям 7-12 років,українська,,КСД,"Чому зебри смугасті? Серйозні питання від маленьких людей, на які відповідають великі люди",,,
978-617-12-2948-8,П. Мирний,eBooks - Класика,українська,,КСД,Повія,,,2017.0
9786171504752,Ш. Лапена,eBooks - Детективи,українська,,КСД,Нещаслива родина,,,2023.0
978-617-12-7256-9,В. Шкляр,eBooks - Сучасні автори,українська,,КСД,Характерник,,,2019.0
9786171504516,В’єт Тан Нґуєн,eBooks - Сучасні автори,українська,,КСД,Симпатик,,,2023.0
9786171269330,Е. Ферранте,eBooks - Сучасні автори,українська,,КСД,Історія нового імені. Книга 2,,,2019.0
9786171271784,У. Ергардт,eBooks - Психологія,українська,,КСД,"Чемні дівчатка потрапляють у Рай, погані - куди забажають",,,
9786171292147,М. Етвуд,eBooks - Сучасні автори,українська,,КСД,Рік Потопу. Книга 2,,,2021.0
9786171278486,М. Аврелій,eBooks - Історія і факти,українська,,КСД,Розмисли. Наодинці з собою,,,2020.0
978-617-12-3238-9,Ф. Герберт,eBooks - Фантастика,українська,,КСД,Дюна,,,2017.0
9786171283046,Д. Воронський,eBooks - Історико-пригодницькі,українська,,КСД,Самійло Кошич - козак-легенда,,,2020.0
9786171506664,Д. Браун,eBooks - Сучасні автори,українська,,КСД,Янголи і демони,,,2024.0
978-966-14-9673-5,Т. Кініллі,eBooks - Сучасні автори,українська,,КСД,Список Шиндлера,,,
9786171286863,К. Р. Сафон,eBooks - Сучасні автори,українська,,КСД,Опівнічний Палац. Книга 2,,,
9786171288195,"К. Рашиді, Ю. К. Бергланд",eBooks - Здоров’я,українська,,КСД,Внутрішня історія. Anus. Несподівані відкриття,,,2021.0
9786171293953,Л. Гунель,eBooks - Сучасні автори,українська,,КСД,Інтуїція,,,
9786171286986,О. Бурлака,eBooks - Романи про кохання,українська,,КСД,Платонічне кохання,,,
9786171505933,"Дж. Велч, С. Велч",eBooks - Бізнес-література,українська,,КСД,Переможець,,,2024.0
9786171505605,Дж. Оза,eBooks - Сучасні автори,українська,,КСД,Родина у вогні,,,2023.0
978-966-14-9900-2,А. Кокотюха,eBooks - Сучасні автори,українська,,КСД,Чорний ліс,,,2015.0
9786171506909,Ш. Лапена,eBooks - Детективи,українська,,КСД,Тут усі брешуть,,,2024.0
9786171502604,О. Кір’ян,eBooks - Сучасні автори,українська,,КСД,Щебетала пташечка,,,
978-617-12-3488-8,М. Вовчок та ін.,eBooks - Класика,українська,,КСД,Скарбниця української класики,,,2017.0
9786171507678,Рейвен Кеннеді,eBooks - Фентезі,українська,,КСД,Відблиск,,,2024.0
9786171506961,І. Велш,eBooks - Сучасні автори,українська,,КСД,Екстазі,,,2024.0
9786171505667,П. Скай,eBooks - Романи про кохання,українська,,КСД,Ґудзики та мереживо. Книга 1,,,2023.0
9786171297159,О. Саліпа,eBooks - Романи про кохання,українська,,КСД,Облудниця,,,
9786171295698,К. Феррацці та ін.,eBooks - Бізнес-література,українська,,КСД,Ніколи не їжте наодинці та інші секрети успіху завдяки широкому колу знайомств,,,
9786171291935,Р. Гобб,eBooks - Фентезі,українська,,КСД,Мандри убивці. Assassin 3,,,2021.0
9786171217881,А. Сапковський,eBooks - Фентезі,українська,,КСД,Відьмак. Хрещення вогнем. Книга 5,,,
9786171291331,Д. Гнатко,eBooks - Історико-пригодницькі,українська,,КСД,Емма. Історія одного падіння,,,2021.0
9786171224087,А. Сапковський,eBooks - Фентезі,українська,,КСД,Відьмак. Вежа Ластівки. Книга 6,,,
9786171508361,Одрі Ніффенеґґер,eBooks - Сучасні автори,українська,,КСД,Дружина мандрівника в часі,,,2024.0
9786171296619,А. Осіпов,eBooks - Детективи,українська,,КСД,Продана правда,,,2023.0
9786171291904,"Б. Трейси, А. Лейнбергер",eBooks - Психологія,українська,,КСД,Зроби це зараз! 22 поради для успішного навчання,,,2021.0
9786171500730,Я. Дегтяренко,eBooks - Історико-пригодницькі,українська,,КСД,Князь русинів. У горнилі війни. Книга 2,,,2023.0
978-617-12-7277-4,Т. Ґеррітсен,eBooks - Трилери,українська,,КСД,Грішна,,,2019.0
9786171297630,Л. Хей,eBooks - Психологія,українська,,КСД,Життя любить тебе. 7 духовних практик для зцілення,,,
9789661460880,Л. Дашвар,eBooks - Сучасні автори,українська,,КСД,На запах м’яса,,,2013.0
9786171503663,С. Талан,eBooks - Романи про кохання,українська,,КСД,Коли минуле попереду,,,2023.0
9789661474412,Р. Стівенсон,eBooks - Дітям 7-12 років,українська,,КСД,Острів Скарбів,,,2014.0
9786171505575,Д. Чемберлен,eBooks - Романи про кохання,українська,,КСД,Велика брехня у маленькому місті,,,2023.0
9786171502062,Т. Тведт,eBooks - Історія і факти,українська,,КСД,Історія світу. Минуле як дзеркало сьогодення,,,2023.0
9786171286719,С. Кінг,eBooks - Фантастика,українська,,КСД,Якщо кров тече,,,2021.0
9786171293663,А. Азімов,eBooks - Фантастика,українська,,КСД,Фундація та Земля. Книга 5,,,
9786171289703,Дж. Гарріс,eBooks - Романи про кохання,українська,,КСД,Ожинове вино,,,
9786171299238,"К. Льобер, Х. Ґраббе",eBooks - Здоров’я,українська,,КСД,"Внутрішня історія. Як вухо, горло, ніс скеровують нас у житті",,,2022.0
9786171298330,С. Плохій,eBooks - Історія і факти,українська,,КСД,Ядерне безумство. Історія Карибської кризи,,,2022.0
9786171283565,Л. Романчук,eBooks - Романи про кохання,українська,,КСД,Донна Анна,,,2020.0
9786171296732,Дж. Аберкромбі,eBooks - Фентезі,українська,,КСД,Останній аргумент королів. Книга 3,,,
978-617-12-6462-5,Ж. Верн,eBooks - Дітям від 12 років,українська,,КСД,П’ятнадцятирічний капітан,,,2019.0
9786171298279,О. Кір’ян,eBooks - Сучасні автори,українська,,КСД,На роздоріжжі долі,,,2022.0
9786171206526,В. Франкл,eBooks - Психологія,українська,,КСД,Людина в пошуках справжнього сенсу. Психолог у концтаборі,,,
9786171278219,І. Санд,eBooks - Психологія,українська,,КСД,Подолати страх близькості,,,2020.0
9786171218680,Е. Ферранте,eBooks - Сучасні автори,українська,,КСД,Моя неймовірна подруга. Книга 1,,,
9786171289642,"К. Берґстром, Дж. Вест",eBooks - Психологія,українська,,КСД,Феєрична фігня! Високе мистецтво скепсису у світі повної маячні,,,
9786171285088,А. Кокотюха,eBooks - Детективи,українська,,КСД,Життя на карту. Київська сищиця,,,2020.0
9786171500402,Кейт Квін,eBooks - Детективи,українська,,КСД,Чорні вдови,,,2023.0
9786171504455,С. Талан,eBooks - Романи про кохання,українська,,КСД,Своє чуже життя,,,2023.0
978-617-12-4076-6,М. Кідрук,eBooks - Сучасні автори,українська,,КСД,Не озирайся і мовчи,,,2017.0
9786171285354,К. Прайор,eBooks - Психологія,українська,,КСД,Мистецтво виховання та дресирування. Не поспішайте стріляти в собаку!,,,2020.0
9786171500341,А. Крісті,eBooks - Детективи,українська,,КСД,Сумний кипарис,,,2023.0
978-617-12-2568-8,Л. Олендій,eBooks - Романи про кохання,українська,,КСД,Гніздо горлиці,,,2017.0
9786171504394,Я. Теллон-Гікс,eBooks - Научпоп,українська,,КСД,Гарячі й безтурботні. Відчуйте бажання свого тіла,,,
9786171291966,С. Кінг,eBooks - Фантастика,українська,,КСД,"Та, що породжує вогонь",,,2021.0
9786171295667,Г. Понцер,eBooks - Здоров’я,українська,,КСД,"Наш метаболізм. Калорії, вага та секрети міцного здоров’я",,,
9786171294615,К. Феррацці,eBooks - Психологія,українська,,КСД,Неформальне лідерство. Як надихати команду та досягати результатів,,,
9786171295575,Є. Восковнюк,eBooks - Сучасні автори,українська,,КСД,Хроніки загублених душ. Шлях Давида,,,
9786171507289,А. Крісті,eBooks - Детективи,українська,,КСД,Хвиля удачі,,,2024.0
9786171290211,Ж.-К. Ґранже,eBooks - Детективи,українська,,КСД,Ліс духів,,,2021.0
9786171299177,Д. Редондо,eBooks - Детективи,українська,,КСД,Диригент. Оркестр смерті,,,2022.0
9786171508248,Ю. Даценко,eBooks - Детективи,українська,,КСД,Останні години. Книга 5,,,2024.0
9786171508668,Г. Робб,eBooks - Історія і факти,українська,,КСД,Франція: історія пригод,,,2024.0
9786171294370,С. Кінг,eBooks - Фентезі,українська,,КСД,Джералдова гра,,,2021.0
9789661474559,Ж. Верн,eBooks - Дітям 7-12 років,українська,,КСД,Діти капітана Ґранта,,,2014.0
9786171504219,А. Крісті,eBooks - Детективи,українська,,КСД,Гра дзеркал,,,2023.0
9789661474436,Г. Веллс,eBooks - Дітям 7-12 років,українська,,КСД,Машина часу,,,2014.0
9786171506602,А. Крісті,eBooks - Детективи,українська,,КСД,Кривий будиночок,,,2024.0
9786171291249,М. Еміс,eBooks - Сучасні автори,українська,,КСД,Нічний потяг,,,2021.0
9786171500884,С. Талан,eBooks - Сучасні автори,українська,,КСД,Осіння весна,,,2023.0
9786171291270,"М. Ґоулстон, Ф. Ґолдберґ",eBooks - Психологія,українська,,КСД,Йди геть зі свого шляху! Як подолати 40 проявів саморуйнівної поведінки,,,2021.0
9786171296527,П. Гоукінз,eBooks - Детективи,українська,,КСД,Повільне горіння,,,
9786171263925,Л. Гунель,"eBooks - Саморозвиток, мотивація",українська,,КСД,"День, що навчив мене жити",,,2019.0
9786171274839,А. Кокотюха,eBooks - Історико-пригодницькі,українська,,КСД,Червоний. Без лінії фронту,,,2019.0
9786171504271,А. Крісті,eBooks - Детективи,українська,,КСД,Випробування невинуватістю,,,2023.0
9786171297098,К. Р. Сафон,eBooks - Сучасні автори,українська,,КСД,Туманне місто,,,
9786171508217,Ю. Даценко,eBooks - Детективи,українська,,КСД,Книга в камені. Книга 2,,,2024.0
9786171501324,Р. Дж. Воллер,eBooks - Романи про кохання,українська,,КСД,Мости округу Медісон,,,2023.0
9786171508514,Сью Джонсон,eBooks - Психологія,українська,,КСД,Пригорни мене міцніше! 7 бесід про кохання тривалістю в життя,,,2024.0
9786171508187,Ю. Даценко,eBooks - Детективи,українська,,КСД,І стало світло... Книга 3,,,2024.0
9786171294585,Дж. Мерфi,eBooks - Психологія,українська,,КСД,Сила підсвідомості. Як спосіб мислення змінює життя,,,
9789661481601,Н. Доляк,eBooks - Сучасні автори,українська,,КСД,Чорна дошка,,,
978-617-12-6320-8,"Т. Шевченко, І. Франко, Л. Українка, П. Куліш, І. Котляревський та ін.",eBooks - Класика,українська,,КСД,Джерело української класики,,,2019.0
9786171503304,Дж. Гарріс,eBooks - Сучасні автори,українська,,КСД,Шоколад,,,2023.0
9786171504301,С. Кінг,eBooks - Фантастика,українська,,КСД,Переслідуваний. Схудлий,,,2023.0
9786171298668,Ліза Таддео,eBooks - Сучасні автори,українська,,КСД,Три жінки,,,2022.0
9786171260351,Т. Ґеррітсен,eBooks - Трилери,українська,,КСД,Двійник,,,2018.0
9786171291607,О. Афанасієва,eBooks - Історико-пригодницькі,українська,,КСД,Коли плаче біла вовчиця,,,2021.0
9786171297692,Дж. Саймон,eBooks - Психологія,українська,,КСД,В овечій шкурі. Маніпулятор. Виявити та здолати,,,
9786171506022,Н. Горнбі,eBooks - Сучасні автори,українська,,КСД,Фанат,,,2024.0
9786171290334,М. Грушевский,eBooks - Історія і факти,українська,,КСД,Нарис історії українського народу,,,2021.0
9786171508484,М. Джей,"eBooks - Саморозвиток, мотивація",українська,,КСД,Визначні роки. Як перетворити хороші шанси на великі можливості,,,2024.0
