ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-617-548-217-9,"С. Коутон, Е. Купер",Фантастика,українська,,Bookchef,Жахастики Фазбера. У басейні з кульками. Книга 1,,,2024.0
978-966-448-103-5,М. Кундера,Сучасні автори,українська,,Видавництво Старого Лева,Ідентичність,,,2023.0
978-966-948-298-3,Р. Ґалбрейт,Детективи,українська,,Видавнича група КМ-БУКС,Шовкопряд. Книга 2,,,2019.0
978-617-12-9801-9,Лі Бардуґо,Фентезі,українська,англійська,КСД,Руїна та відновлення. Книга 3,,,2022.0
978-617-12-9374-8,Лі  Бардуґо,Фентезі,українська,англійська,КСД,Облога та штурм. Книга 2,Siege and Storm,Є. М. Даскал,
978-617-12-9967-2,Б. Сандерсон,Фентезі,українська,англійська,КСД,Слова Променистого ордену. Хроніки Буресвітла. Книга 2,Words of Radiance,А. В. Зорницький,
9786178257101,Марія Олекса,Романтична проза,українська,,Віхола,Перші,,,2023.0
978-617-12-6692-6,Ж.-К. Ґранже,Детективи,українська,французька,КСД,Земля мертвих,La terre des morts,І. Ю. Шагова,2019.0
978-617-12-7789-2,Т. Кініллі,Сучасні автори,українська,англійська,КСД,Список Шиндлера,Schindler’s List,,2020.0
978-966-10-6320-3,Джордан Р.,Фентезі,українська,,Навчальна книга Богдан,Колесо Часу. Книга 3. Відроджений Дракон,,,2022.0
978-617-12-9287-1,О. Кір’ян,Сучасні автори,українська,,КСД,І гойдалка злітає знову,,,
978-617-7914-43-2,В. Е. Шваб,Фентезі,українська,,Nebo Booklab Publishing,Галант,,,2023.0
978-617-679-483-7,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Морт,,,2019.0
978-617-12-9329-8,Д. С. Мітчелл,Сучасні автори,українська,англійська,КСД,Загадкова кімната,Spare Room,Д. Ю. Березіна,2021.0
978-617-12-9608-4,В. Стус,Класична література,українська,,КСД,Мені здалося - я живу завжди. Вибрані твори,,,
978-617-7885-33-6,,Комікси та манґи,українська,,Molfar Comics,"Книга магії з Нуля, Книга 2",,,2023.0
978-966-942-959-9,А. Кокотюха,Детективи,українська,,Віват,Вигнанець і шляхетна полонянка,,,2021.0
978-617-12-9274-1,Дж. Мойєс,Романтична проза,українська,англійська,КСД,Та сама я. Книга 3,Still Me,,
9786171705234,Шелбі Ван Пелт,Сучасні автори,українська,,Віват,Напрочуд кмітливі створіння,,,2024.0
978-617-629-840-3,Ю. Горліс-Горський,Історична та пригодницька проза,українська,,Апріорі,Отаман Хмара,,,2024.0
978-966-14-3437-9,Т. Шевченко,Класична література,українська,,КСД,Кобзар. Вперше зі щоденником автора,,,
978-617-8023-73-7,М. Веллс,Фантастика,українська,,Жорж,Щоденники вбивцебота. Всі системи: небезпека. Книга 1,,,2023.0
978-617-95267-0-1,Макс Кідрук,Фантастика,українська,,Бородатий Тамарин,Нові Темні Віки. Колонія,,,2022.0
978-617-523-081-7,Е. Генрі,Романтична проза,українська,,АРТБУКС,"Люди, яких ми зустрічаємо у відпустці",,,2023.0
978-617-8373-65-8,Аша Леммі,Історична та пригодницька проза,українська,,Видавництво РМ,П’ятдесят слів для дощу,,,2024.0
978-617-170-150-2,С. Дж. Маас,Фентезі,українська,,Віват,Двір срібного полум’я. Книга 5,,,2023.0
978-617-12-9798-2,Ж. Сарамаґу,Сучасні автори,українська,португальська,КСД,Каїн,Caim,,2022.0
978-617-8024-46-8,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,ANARCHY IN THE UKR. Луганський щоденник. Бігти не зупиняючись,,,2023.0
9786171705258,Ешлі Флаверс,Сучасні автори,українська,,Віват,Тут усі хороші люди,,,2024.0
978-617-12-9081-5,М. Етвуд,Сучасні автори,українська,англійська,КСД,Рік Потопу. Книга 2,The Year of the Flood,Н. М. Михайловська,2021.0
978-617-8203-91-7,Емілія Гарт,Історична та пригодницька проза,українська,,Лабораторія,Непокірні,,,2023.0
9786177752508,В. Запека,Сучасні автори,українська,,Білка,Цуцик,,,2023.0
978-966-10-6056-1,Р. Желязни,Фентезі,українська,,Навчальна книга Богдан,Хроніки Амбера. П’ятикнижжя Корвіна. Том 1,,,2022.0
978-617-15-0275-8,А. Крісті,Детективи,українська,англійська,КСД,Гра дзеркал,They Do it with Mirrors,,2023.0
978-966-982-955-9,Метт Віттен,Сучасні автори,українська,,Віват,Намисто,,,2023.0
978-617-8286-34-7,Чимаманда Нґозі Адічі,Сучасні автори,українська,,Книголав,Половина жовтого сонця,,,2023.0
978-617-7885-48-0,Ден Абнетт,Фентезі,українська,,Molfar Comics,Warhammer 40.000 – Єресь Гора. Сходження Гора. Кн.1,,,2023.0
978-966-948-507-6,Р. Ґалбрейт,Детективи,українська,,Видавнича група КМ-БУКС,Бентежна кров. Книга 5,,,2020.0
978-617-12-9294-9,Д. Коул,Детективи,українська,англійська,КСД,Лялька. Книга 1,Ragdoll,Г. В. Литвиненко,
978-617-12-9965-8,А. Крісті,Детективи,українська,англійська,КСД,Місіс Мак-Ґінті померла,Mrs McGinty’s Dead,Т. С. Микитюк,2023.0
978-966-448-097-7,Є. Кузнєцова,Сучасні автори,українська,,Видавництво Старого Лева,Драбина,,,2023.0
978-966-948-856-5,Несбьо Ю,Детективи,українська,,Видавнича група КМ-БУКС,Убивчий місяць,,,2024.0
978-617-8280-96-3,М. Довсон,Романтична проза,українська,,Видавництво РМ,Щаслива катастрофа,,,2023.0
978-966-97753-4-4,"П. Тобін, Дж. Куеріо",Комікси та манґи,українська,,Vovkulaka,Відьмак. Дім зі скла,,,2023.0
978-617-12-8184-4,С. Кінг,Фентезі,українська,англійська,КСД,Чотири сезони,Different season,,2020.0
978-617-8168-07-0,"Алеш Кот, Пйотр Ковальський",Комікси та манґи,українська,,Malopus,"Bloodborne. Том 4. Запона, роздерта на клоччя",,,2024.0
978-617-548-105-9,Т. Коул,Сучасні автори,українська,,Bookchef,Тисяча пам’ятних поцілунків,,,2022.0
978-617-7409-22-8,В. Грум,Сучасні автори,українська,,Видавнича група КМ-БУКС,Форрест Гамп,,,2024.0
978-617-8383-07-7,В. Е. Шваб,Фентезі,українська,,Nebo Booklab Publishing,Тіні згущуються,,,2024.0
978-617-8383-09-1,С. Лінч,Фентезі,українська,,Nebo Booklab Publishing,Лукавства Лока Ламори. Книга 1,,,2024.0
978-617-12-8341-1,А. Кокотюха,Детективи,українська,,КСД,Життя на карту. Київська сищиця,,,2020.0
9786178367107,Ніта Проуз,Детективи,українська,,Лабораторія,Покоївка,,,2024.0
978-617-15-0389-2,Ф. Літлвуд,Сучасні автори,українська,англійська,КСД,Надзвичайна Ґрейс Адамс,AMAZING GRACE ADAMS,Криворотенко Ю. Г.,2023.0
978-617-12-6844-9,Дж. Гарріс,Сучасні автори,українська,англійська,КСД,П’ять четвертинок апельсина,Five quarters of the orange,Д. А. Москвітіна,2019.0
978-617-8109-79-0,Н. Масаакі,Комікси та манґи,українська,,Наша Ідея,Ґаннібал. Том 7,,,2023.0
978-617-679-782-1,Е. Гемінґвей,Класична література,українська,,Видавництво Старого Лева,"Свято, яке завжди з тобою",,,2021.0
978-617-548-159-2,Трейсі Вульф,Фентезі,українська,англійська,Bookchef,Жага. Книга 1: Жага,Crave,,2023.0
978-617-548-181-3,Дженніфер Л. Арментраут,Фентезі,українська,,Bookchef,Тінь у жариві. Плоть і вогонь. Книга 1,,,2023.0
978-617-522-094-8,Кокотюха А.,Сучасні автори,українська,,Фабула,Таймер війни. Довга комендантська година,,,2023.0
978-617-7853-76-2,М. Гейґ,Сучасні автори,українська,,Жорж,Опівнічна бібліотека,,,2021.0
978-617-12-7104-3,А. Крісті,Детективи,українська,англійська,КСД,Трагедія в трьох діях,Threeact Tragedy,Ю. В. Максимейко,2020.0
978-617-12-9860-6,Річард Осман,Детективи,українська,,КСД,"Людина, яка померла двічі",,,2022.0
978-617-548-110-3,"С. Коутон, К. Брід-Ріслі",Фантастика,українська,,Bookchef,П’ять ночей із Фредді. Покручі. Книга 2,,,2022.0
978-617-548-167-7,Курт Воннеґут,Сучасні автори,українська,,Bookchef,Ґалапаґос,,,2023.0
978-966-10-6793-5,Джордан Р.,Фентезі,українська,,Навчальна книга Богдан,"Колесо Часу. Книга 4. Тінь, що сходить",,,2022.0
978-966-982-804-0,С. Джіо,Романтична проза,українська,,Віват,Бунгало,,,2022.0
978-617-8109-26-4,Хірому Аракава,Комікси та манґи,українська,,Наша Ідея,Сталевий Алхімік. Том 3,,,2023.0
978-617-8109-70-7,Неґі Харуба,Комікси та манґи,українська,,Наша Ідея,"П’ять наречених-близнят, том 1",,,2023.0
978-966-948-604-2,Дж. Грін,Сучасні автори,українська,,Видавнича група КМ-БУКС,В пошуках Аляски,,,2022.0
978-966-10-8764-3,А. Кокотюха,Детективи,українська,,Навчальна книга Богдан,Пророчиця,,,2024.0
9786177756872,,Комікси та манґи,українська,,Malopus,Артбук  Український бестіарій,,,2023.0
978-617-12-9293-2,Л. Дашвар,Сучасні автори,українська,,КСД,Ініціація,,,2022.0
978-617-548-068-7,Жан-Поль Сартр,Сучасні автори,українська,,Bookchef,Нудота,,,2022.0
978-617-7820-91-7,Ф. Бакман,Сучасні автори,українська,,Книголав,Тривожні люди,,,2022.0
9786171705241,Е. Сассмен,Романтична проза,українська,,Віват,"Смішно, що ти спитав",,,2024.0
978-617-15-0048-8,Т. Белімова,Історична та пригодницька проза,українська,,КСД,Чужа провина,,,2023.0
978-617-8023-61-4,Девід Мітчелл,Сучасні автори,українська,,Жорж,Тисяча осеней Якоба де Зута,,,2023.0
978-617-95391-3-8,М. Тульчинська,Сучасні автори,українська,,Creative Women Publishing,Я забула труси,,,2024.0
978-617-15-0182-9,Вілар С.,Історична та пригодницька проза,українська,,КСД,Земля фіордів. Із варягів у греки. Кн. 1,,,2023.0
978-617-8257-66-8,Ірина Вільде,Історична та пригодницька проза,українська,,Віхола,Сестри Річинські. Том 1,,,2023.0
978-617-585-080-0,М. Гоголь,Класична література,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Українські повісті. Найкращі переклади,,,
978-617-12-9579-7,К. Р. Сафон,Сучасні автори,українська,іспанська,КСД,Туманне місто,La Ciudad de Vapor,І. О. Оржицький,2022.0
9786171701441,Бардуго Л.,Фентезі,українська,,Віват,Царство вовків,,,2024.0
978-617-8373-57-3,Р. Дуґоні,Трилери та жахи,українська,,Видавництво РМ,Її смертельна гра,,,2024.0
978-617-8115-79-1,Сосуке Нацукава,Сучасні автори,українська,,Наш формат,"Кіт, що рятував книжки",,,2024.0
978-617-12-7128-9,О. Волинська,Романтична проза,українська,,КСД,Повелителька ліхтарів,,,2019.0
978-966-982-805-7,Сара Джіо,Романтична проза,українська,,Віват,Остання камелія,,,2022.0
978-617-12-9846-0,Донато Каррізі,Трилери та жахи,українська,італійська,КСД,Я - безодня,IO SONO L’ABISSO,,2022.0
978-617-15-0520-9,Кіра Касс,Романтична проза,українська,англійська,КСД,Тисяча ударів серця,A THOUSAND HEARTBEATS,Петрушенко Дар’я,2024.0
978-617-15-0633-6,Дж. М. Міро,Сучасні автори,українська,англійська,КСД,Звичайні монстри. Книга 1,Ordinary Monsters,Шевчук Роксана,2024.0
978-617-523-068-8,К. Макквістон,Сучасні автори,українська,,АРТБУКС,"Червоний, білий та королівський синій Limited edition",,,2023.0
978-617-17-0243-1,А. І. Герроу,Фантастика,українська,,Віват,Десять тисяч дверей Дженьєрі,,,2023.0
978-617-7756-77-3,Цукумідзу,Комікси та манґи,українська,,Malopus,Остання подорож дівчат. Том 3,,,2024.0
978-617-7561-08-7,Л. Цисінь,Фантастика,українська,,Bookchef,Темний ліс. Книга 2,,,2020.0
978-617-15-0011-2,Ротфусс П.,Фентезі,українська,англійська,КСД,Ім’я вітру. Книга 1,The Name of the Wind,Пухлій Марія,2023.0
978-617-12-9103-4,А. Сапковський,Фентезі,українська,польська,КСД,Відьмак. Володарка Озера. Книга 7,Pani Jeziora,С. В. Легеза,2021.0
978-617-12-8333-6,М. Леві,Сучасні автори,українська,французька,КСД,Закоханий привид,Ghost in Love,К. М. Пітик,2020.0
978-617-8024-09-3,Сергій Жадан,Сучасні автори,українська,,Meridian Czernowitz,Псалом авіації,,,2021.0
9786177820658,Ф. Бакман,Сучасні автори,українська,,Книголав,Ми проти вас,,,2023.0
978-617-12-0498-0,А. Сапковський,Фентезі,українська,,КСД,Відьмак. Меч призначення. Книга 2,,,2016.0
9786170985590,Бонні-Сью Гічкок,Сучасні автори,українська,,Ранок,Запахи чужих домівок,,,2024.0
978-617-12-6277-5,М. Леві,Сучасні автори,українська,французька,КСД,"Така, як ти",Une fille comme elle,К. М. Пітик,2019.0
978-617-12-7096-1,Дж. Мойєс,Романтична проза,українська,англійська,КСД,Подаруй мені зірку,The Giver of Stars,Д. В. Петрушенко,2019.0
978-617-15-0377-9,О. Афанасієва,Історична та пригодницька проза,українська,,КСД,Орлиний вогнецвіт,,,2023.0
978-617-8203-48-1,Ніна Кур’ята,Сучасні автори,українська,,Лабораторія,Дзвінка,,,2023.0
978-617-8109-94-3,Джюн Мочідзукі,Комікси та манґи,українська,,Наша Ідея,Мемуари Ванітаса. Том 1,,,2024.0
978-966-948-556-4,Ю Несбьо,Детективи,українська,,Видавнича група КМ-БУКС,Жага,,Ольга Бойко,2021.0
9786177654819,Чо Намджу,Сучасні автори,українська,,Видавництво Анетти Антоненко,"Кім Джійон, 1982 року народження",,,2022.0
978-966-10-4269-7,Р. Бредбері,Фантастика,українська,,Навчальна книга Богдан,Все літо наче день один. 100 оповідань. Том перший: у 2-х книгах. Книга 1,,,
978-617-548-270-4,Скарлетт Сент-Клер,Фентезі,українська,,Bookchef,Доторк спустошення. Гадес і Персефона. Книга 3,,,2024.0
9786170985026,Г. Джексон,Трилери та жахи,українська,,Ранок,Посібник з убивства для хорошої дівчинки,,,2023.0
978-617-679-747-0,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Озброєні. Варта. Книга 2,,,2019.0
978-617-17-0287-5,К. Е. Расселл,Сучасні автори,українська,,Віват,Моя темна Ванесса,,,2024.0
978-617-12-9602-2,Дж. Аберкромбі,Фентезі,українська,англійська,КСД,Останній аргумент королів. Книга 3,Last Argument of Kings,ФОП М. М. Пухлій,2022.0
978-617-7678-93-8,Н. Масаакі,Комікси та манґи,українська,,Наша Ідея,Ґаннібал. Том 3,,,2022.0
978-617-8299-75-0,Шеллі Рід,Історична та пригодницька проза,українська,,Лабораторія,Шлях ріки,,,2024.0
978-966-10-4272-7,Р. Бредбері,Фентезі,українська,,Навчальна книга Богдан,Кульбабове вино,,,2019.0
978-966-10-6317-3,Р. Джордан,Фентезі,українська,,Навчальна книга Богдан,Колесо Часу. Книга 1. Око Світу,,,2021.0
978-617-548-196-7,Кейм МакДоннелл,Детективи,українська,,Bookchef,Дублінська трилогія. Книга 3. Останні вказівки,,,2024.0
978-966-679-960-2,К. Райдер,Романтична проза,українська,,Видавництво Старого Лева,Поцілунок у Нью-Йорку,,,2021.0
978-617-09-6965-1,І. Абеді,Романтична проза,українська,,Ранок,Найдовша ніч,,,2021.0
978-617-7818-61-7,Еліс Осман,Комікси та манґи,українська,,Видавництво,Коли завмирає серце. Книга 4,,,2023.0
978-617-12-7911-7,І. Карпенко-Карий,Класична література,українська,,КСД,Сто тисяч. Вибрані твори,,,2020.0
978-617-548-134-9,Ізабелла Мальдонадо,Детективи,українська,,Bookchef,Сокіл,,,2023.0
978-617-7678-99-0,С. Морішіта,Комікси та манґи,українська,,Наша Ідея,Кохання на кінчиках пальців. Том 4,,,2022.0
978-617-170-225-7,К. Мартін,Романтична проза,українська,,Віват,Від серця до серця,,,2023.0
978-617-7279-16-6,А. Ренд,Сучасні автори,українська,,Наш формат,Атлант розправив плечі. Частина третя. А є А,,,
978-617-12-8585-9,А. Кокотюха,Детективи,українська,,КСД,Лихе око. Павутиння мороку,,,2021.0
978-617-15-0528-5,А. Крісті,Детективи,українська,,КСД,Вбивство у «Східному експресі»,,,2024.0
978-617-548-021-2,В. С. Моем,Класична література,українська,,Bookchef,Тягар пристрастей людських,,,2022.0
978-617-15-0012-9,Д. Тартт,Сучасні автори,українська,англійська,КСД,Таємна історія,The Secret History,Богдан Стасюк,2023.0
978-617-8248-94-9,К. Гувер,Сучасні автори,українська,,Рідна мова,Лейла,,,2023.0
978-617-728-645-4,Забужко О.,Сучасні автори,українська,,Комора,Музей покинутих секретів,,,2022.0
978-617-8109-75-2,,Комікси та манґи,українська,,Наша Ідея,Гра Короля. Том 2,,,2023.0
978-617-15-0017-4,Крісті А.,Детективи,українська,англійська,КСД,П’ятеро поросят,Five Little Pigs,Часовських Анастасія,2023.0
978-966-679-972-5,Б. Елтон,Фантастика,українська,,Видавництво Старого Лева,Знову й знову,,,2021.0
978-617-17-0230-1,С. Фітцек,Детективи,українська,,Віват,Пасажир № 23,,,2023.0
978-617-8202-00-2,Nicke,Комікси та манґи,українська,,Lantsuta,Понад Хмарами. Том 4,,,2023.0
978-617-12-8352-7,А. Сапковский,Фентезі,українська,,КСД,Відьмак. Час погорди. Книга 4,,,
978-617-17-0111-3,В. Винниченко,Класична література,українська,,Віват,Рівновага,,,2023.0
978-617-12-8123-3,А. Крісті,Детективи,українська,англійська,КСД,Карти на стіл,Cards on the Table,Л. С. Яким,2020.0
978-617-15-0792-0,В. Дуленко,Трилери та жахи,українська,,КСД,Маяк,,,2024.0
978-617-8109-69-1,Масасумі Какідзакі,Комікси та манґи,українська,,Наша Ідея,"Сховок, том 1",,,2023.0
978-617-15-0496-7,Орвелл Дж.,Сучасні автори,українська,англійська,КСД,1984. Колгосп тварин. Ексклюзивне видання,1984.Animal Farm,"Захарченко Ольга,  Оксенич Олена",2023.0
978-617-15-0521-6,С. Талан,Сучасні автори,українська,,КСД,ЇЇ вишиване життя,,,2024.0
9786178362027,Ф. Семпсон,Сучасні автори,українська,,Лабораторія,Остання бібліотека,,,2024.0
978-617-170-033-8,Стейсі Віллінґем,Детективи,українська,,Віват,Світло в темряві,,,2023.0
978-617-15-0637-4,Ю. Даценко,Детективи,українська,,КСД,Пастка для різника,,,2024.0
978-617-802-426-0,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,Життя Марії,,,2015.0
978-966-448-107-3,К. О’Доног’ю,Романтична проза,українська,,Видавництво Старого Лева,"Дари, що зв’язують нас. Книга 2",,,2023.0
978-617-585-145-6,Л. Костенко,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Маруся Чурай,,,2018.0
978-966-448-119-6,Еліз Тайтл,Детективи,українська,,Видавництво Старого Лева,Ромео,,,2023.0
978-617-548-221-6,Арментраут Дж. Л.,Фентезі,українська,,Bookchef,Королівство плоті й вогню. Книга 2 (Подарункове видання),,,2024.0
978-617-548-176-9,Люсінда Беррі,Трилери та жахи,українська,,Bookchef,Ідеальна дитина,,,2023.0
978-617-15-0173-7,Томас Гарріс,Сучасні автори,українська,англійська,КСД,Мовчання ягнят,The Silence of the Lambs,Анастасія Рогоза,2023.0
978-617-15-0016-7,Клеменс Мішлон,Детективи,українська,англійська,КСД,Тихий орендар,THE QUIET TENANT,Марченко Тетяна,2023.0
978-617-12-9267-3,Ф. Герберт,Фантастика,українська,англійська,КСД,Єретики Дюни,Heretics of Dune (Dune Chronicles #5),Н. М. Михайловська,2021.0
"978-617-12-8873-7, 978-617-12-9374-8, 978-617-12-9801-9",Лі  Бардуґо,Фентезі,українська,,КСД,Тінь та кістка. Книга 1 + Облога та штурм. Книга 2 + Руїна та відновлення. Книга 3,,,
978-617-15-0174-4,Томас Гарріс,Сучасні автори,українська,англійська,КСД,Ганнібал,Hannibal,,2023.0
978-966-942-514-0,К. Гувер,Сучасні автори,українська,,Віват,"Покинь, якщо кохаєш",,,2019.0
978-617-523-121-0,Т. Болдрі,Фентезі,українська,,АРТБУКС,Легенди та лате,,,2024.0
978-617-523-180-7,Челсі Абдулла,Фентезі,українська,,АРТБУКС,Крадій зоряного пилу. Трилогія піщаного моря. Книга 1 Limited edition,,,2024.0
978-966-448-283-4,Фоззі,Сучасні автори,українська,,Видавництво Старого Лева,Хеві-метал,,,2024.0
978-617-15-0526-1,А. Крісті,Детективи,українська,англійська,КСД,Смерть на Нілі,DEATH ON THE NILE,,2024.0
978-617-679-691-6,Ж. Діккер,Детективи,українська,,Видавництво Старого Лева,Зникнення Стефані Мейлер,,,2019.0
978-617-8396-16-9,Хірому Аракава,Комікси та манґи,українська,,Наша Ідея,Цуґаї потойбіччя. Том 1,,,2024.0
978-617-12-6189-1,Р. Гобб,Фентезі,українська,англійська,КСД,Королівський убивця. Assassin 2,Royal Assassin,Н. М. Михаловська,2019.0
978-617-8373-19-1,Е. Резерфорд,Історична та пригодницька проза,українська,,Видавництво РМ,Париж,,,2024.0
978-966-982-930-6,Едрієнн Янґ,Фентезі,українська,,Віват,Поміж злодіїв,,,2022.0
978-617-12-3911-1,Д. Кіз,Сучасні автори,українська,англійська,КСД,П’ята Саллі,The Fifth Sally,В. І. Куч,2017.0
978-617-548-228-5,Ґ. Гендрікс,Фентезі,українська,,Bookchef,Посібник зі знищення вампірів від Південного книжкового клубу,,,2024.0
978-617-679-296-3,С. Плат,Сучасні автори,українська,,Видавництво Старого Лева,Під скляним ковпаком,,,2023.0
978-617-12-5957-7,Леся Українка,Класична література,українська,,КСД,Лісова пісня. Вибране,,,2019.0
978-617-15-0640-4,Ю. Даценко,Детективи,українська,,КСД,Життя вічне,,,2024.0
978-617-8373-18-4,Е. Резерфорд,Історична та пригодницька проза,українська,,Видавництво РМ,Лондон,,,2024.0
9786175530276,І. Альєнде,Сучасні автори,українська,,Видавництво Анетти Антоненко,Вітер знає моє ім’я,,,2023.0
978-617-8286-33-0,В. Е. Шваб,Фентезі,українська,,Книголав,Пекельна пісня. Книга 1,,,2023.0
978-617-523-202-6,К. Сіттенфельд,Романтична проза,українська,,АРТБУКС,Романтична комедія Limited Edition,,,2024.0
978-617-548-204-9,Енн Фрейзер,Трилери та жахи,українська,,Bookchef,Внутрішня імперія. Знайди мене. Книга 1,,,2023.0
978-617-8373-29-0,Сара Ніша Адамс,Сучасні автори,українська,,Видавництво РМ,Список для читання,,,2024.0
978-617-8109-07-3,Кен Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники. Том 4,,,2022.0
978-617-8109-35-6,С. Морішіта,Комікси та манґи,українська,,Наша Ідея,Кохання на кінчиках пальців. Том 5,,,2023.0
978-617-12-9792-0,Кокотюха А.,Детективи,українська,,КСД,Чорна мітка. Павутиння мороку,,,2022.0
9786170980816,Мацудо Джюко,Комікси та манґи,українська,,Ранок,Позивний Кіт. Манґа,,,2023.0
978-617-15-0715-9,Д. Сеттерфілд,Сучасні автори,українська,англійська,КСД,Беллман та Блек,Bellman and Black,Бондарєва Ірина,2024.0
978-617-8120-88-7,С. Інґ,Сучасні автори,українська,,Наш формат,Наші втрачені серця,Our Missing Hearts,,2023.0
978-617-12-5899-0,І. Нечуй-Левицький,Класична література,українська,,КСД,Кайдашева сім’я,,,2018.0
978-617-15-0501-8,А. Крісті,Детективи,українська,англійська,КСД,Убивство Роджера Екройда,The Murder of Roger Ackroyd,,2024.0
978-617-8109-49-3,Акіхіто Цукуші,Комікси та манґи,українська,,Наша Ідея,"Зроблено в Безодні, том 1",,,2023.0
978-617-7678-89-1,К. Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники. Том 1,,,2022.0
978-617-15-0057-0,А. Крісті,Детективи,українська,англійська,КСД,Убивство в будинку вікарія,THE MURDER AT THE VICARAGE,,2023.0
978-617-12-7443-3,Ж.-К. Ґранже,Детективи,українська,французька,КСД,Останнє полювання,La derniere chasse,Е. Ю. Євтушенко,2020.0
978-617-8280-01-7,Гаузер Д.,Комікси та манґи,українська,,Рідна мова,Stranger things. Книга 4. Табір «Знайхідка»,,,2023.0
978-617-7914-01-2,Р. Лебовскі,Фентезі,українська,,Nebo Booklab Publishing,Кістки та Зоряний пил,,,2021.0
978-617-15-0514-8,Ф. Флеґґ,Сучасні автори,українська,англійська,КСД,"Вітаємо в цьому світі, Крихітко!","Welcome to the World, Baby Girl!",Кучменко Віра,2024.0
978-617-522-193-8,Б. Р. Маєрс,Трилери та жахи,українська,,Ранок,Моторошне сяйво,,,2024.0
9786171701281,Саллі Торн,Сучасні автори,українська,,Віват,Мій коханий ворог,,Юлія Шекет,2023.0
978-617-12-1504-7,М. Кідрук,Сучасні автори,українська,,КСД,Зазирни у мої сни,,,2016.0
978-617-7756-68-1,Юмеджі,Комікси та манґи,українська,,Malopus,Відьомський рай. Том 1,,,2023.0
978-966-10-6916-8,Н. К. Джемісін,Фентезі,українська,,Навчальна книга Богдан,Розламана земля. П’ята пора. Книга 1,,,2023.0
978-617-8109-58-5,Н. Масаакі,Комікси та манґи,українська,,Наша Ідея,Ґаннібал. Том 6,,,2023.0
978-617-15-0795-1,А. Гейлі,Сучасні автори,українська,англійська,КСД,Остаточний діагноз,The Final Diagnosis,Віталій Ракуленко,2024.0
978-617-7756-75-9,Джюнджі Іто,Комікси та манґи,українська,,Malopus,Фантомна зона,,,2024.0
978-617-8109-45-5,Валенте Т.,Комікси та манґи,українська,,Наша Ідея,Радіант. Том 7,,,2023.0
978-966-982-133-1,С. Дж. Маас,Фентезі,українська,,Віват,Двір шипів і троянд. Книга 1,,,2021.0
978-617-8023-57-7,Ребекка Кван,Фентезі,українська,англійська,Жорж,Полум’яний бог. Книга 3,The Burning God,,2023.0
978-617-15-0651-0,С. Пономаренко,Трилери та жахи,українська,,КСД,Оманливе коло,,,2024.0
978-617-8257-25-5,Вільде Ірина,Класична література,українська,,Віхола,Метелики на шпильках. Б’є восьма. Повнолітні діти,,,2023.0
978-617-548-153-0,А. Achell,Фентезі,українська,,Bookchef,Клинок королеви: Танок із тінями,,,2023.0
978-617-15-0007-5,Ґеррітсен Т.,Детективи,українська,англійська,КСД,"Останній, хто помре. Книга 10",Last to Die,Саженюк А.,2023.0
978-617-15-0639-8,Ю. Даценко,Детективи,українська,,КСД,І стало світло...,,,2024.0
978-966-948-868-8,М. Стівотер,Фентезі,українська,,Видавнича група КМ-БУКС,Трепіт. Книга1,,,2024.0
978-966-448-245-2,Ю. Чернінька,Сучасні автори,українська,,Видавництво Старого Лева,Барні 613,,,2024.0
978-617-95247-1-4,"Марк Ґуґґенгайм, Говард Чайкін",Комікси та манґи,українська,,VarVar Publishing,Блейд. Том 1. Знову Нечисть,,,2023.0
978-617-7756-66-7,Тецуя Цуцуі,Комікси та манґи,українська,,Malopus,Пророцтво. Том 1,,,2023.0
978-617-7489-90-9,Янаґігара Г.,Сучасні автори,українська,,Видавнича група КМ-БУКС,Маленьке життя,,,2023.0
978-617-523-179-1,Челсі Абдулла,Фентезі,українська,,АРТБУКС,Крадій зоряного пилу. Трилогія піщаного моря. Книга 1,,,2024.0
978-966-10-6318-0,Р. Джордан,Фантастика,українська,,Навчальна книга Богдан,Колесо Часу. Книга 2. Велике полювання,,,2021.0
978-617-15-0497-4,Ребекка Яррос,Фентезі,українська,англійська,КСД,Четверте крило. Емпіреї. Книга 1,Fourth Wing,"Горват Богдан, Манько Олексій",2023.0
978-617-664-214-5,Дж. Р. Р. Толкін,Фентезі,українська,,Астролябія,"Гобіт, або Туди і звідти",,,
978-617-679-391-5,Е. Гемінґвей,Класична література,українська,,Видавництво Старого Лева,Старий і море,,В. Митрофанов,2017.0
978-966-97977-5-9,О. Декань,Фентезі,українська,,Видавництво ТУТ,Кайдашева сім’я VS зомбі,,,2024.0
978-617-679-922-1,М. Міранда,Сучасні автори,українська,,Видавництво Старого Лева,Ідеальна незнайомка,,,2021.0
