Імʼя автора;Назва книги;Мова;Перекладач;Мова оригіналу;Оригінальна назва;Назва видавця;Рік видання;ISBN;Жанр книги
Марія Стшелецька;Літо в Бескидах;Українська;Андрій Любка;;;Чорні вівці;2021;978-617-614-347-5;Дитяча проза
Микола Шкрібляк;Смаки Буковини. Гастрономічний путівник традиційної кухні;Українська;;;;Meridian Czernowitz;2022;978-617-614-346-8;Хобі та дозвілля
Володимир Аренєв;Хто творить Різдво;Українська;;;;Чорні вівці;2021;978-617-614-345-1;Дитяча проза
Ян Пєкло;Капітан Матіус у Країні Коротких Штанців;Українська;Христина Потапенко;;;Чорні вівці;2021;978-617-614-344-4;Казки
Таіс Золотковська;Писати як дихати. 62 дні творчої свободи;Українська;;;;Meridian Czernowitz;2021;978-617-614-343-7;Письменництво та журналістика
Таіс Золотковська;Несезон;Українська;;;;Meridian Czernowitz;2021;978-617-614-342-0;Сучасна українська проза
Галина Петросаняк;Вілла Анемона;Українська;;;;Meridian Czernowitz;2021;978-617-614-340-6;Сучасна українська проза
Міленко Єргович;Волґа, Волґа;Українська;Андрій Любка;;;Meridian Czernowitz;2021;978-617-614-338-3;Сучасна світова проза
Іґне Зарамбайте;Лист Еміля;Українська;Беатріче‌ Белявців;;;Чорні вівці;2021;978-617-614-337-6;Казки
Юлія Рацебуржинська;Зоряний кур'єр;Українська;;;;Чорні вівці;2022;978-617-614-336-9;Фантастика та фентезі для дітей
Каріна Армлос;Дорослі дівчата;Українська;;;;Meridian Czernowitz;2021;978-617-614-335-2;Сучасна українська проза
Лідія Орбан-Лембрик;Коли квітне сакура. Дорожні нотатки психолога;Українська;;;;Видавництво 21;2021;978-617-614-334-5;Сучасна українська проза
Ія Ківа;Ми прокинемось іншими;Українська;Маріанна Кіяновська, Олександр Ірванець, Остап Сливинський, Наталія Бельченко, В'ячеслав Левицький, Ія Ківа, Лесик Панасюк, Дарина Гладун;;;Видавництво 21;2021;978-617-614-333-8;Документалістика та репортажі
Андре Камінський;Наступного року в Єрусалимі;Українська;Галина Петросаняк;;;Meridian Czernowitz;2021;978-617-614-331-4;Сучасна світова проза
Артем Чапай;Вивітрювання;Українська;;;;Meridian Czernowitz;2021;978-617-614-330-7;Сучасна українська проза
Ілля Макаренко;Магнум;Українська;;;;Meridian Czernowitz;2021;978-617-614-329-1;Сучасна українська проза
Бертольд Брехт;Три пʼєси з екзилю;Українська;Микола Ліпісівіцький;;;Meridian Czernowitz;2021;978-617-614-328-4;Антології та коротка проза
Роксолана Сьома;Рефлекс медузи;Українська;;;;Meridian Czernowitz;2021;978-617-614-327-7;Сучасна українська проза
Бенас Берантас;Бабайка;Українська;Володислав Журба;;;Чорні вівці;2021;978-617-614-324-6;Казки
Лукас Гартман;Співак;Українська;Юрій Сильвестров;;;Видавництво 21;2021;978-617-614-323-9;Історична проза
Бенас Берантас;Горістечко;Українська;Володислав Журба;;;Чорні вівці;2021;978-617-614-322-2;Дитяча проза
Артем Поспєлов;Тадуш;Українська;;;;Meridian Czernowitz;2021;978-617-614-320-8;Сучасна українська проза
Родріг Матьє;Зуби кажуть правду. Парадигма Стоматогнатичної Системи;Українська;Тарас Івасютин, Павло Троц;;;Meridian Czernowitz;2021;978-617-614-318-5;Хобі та дозвілля
Марін Трошанов;Робот Чапек на планеті з трьома сонцями;Українська;Олена Райкова;;;Чорні вівці;2021;978-617-614-317-8;Підліткова література
Катерина Лазірко;Ефлейти. Долина озера Етерна;Українська;;;;Чорні вівці;2021;978-617-614-316-1;Підліткова література
Роман Рудий;Афоризми. Словомедитація;Українська;;;;Видавництво 21;2020;978-617-614-312-3;Соціологія та філософія
Максим Дупешко;Біля карети під мертвим лисом;Українська;;;;Видавництво 21;2021;978-617-614-311-6;Історична проза
Ірина Жураковська;Твоя М.;Українська;;;;Meridian Czernowitz;2021;978-617-614-309-3;Сучасна українська проза
Дубравка Угрешич;Музей безумовної капітуляції;Українська;Андрій Любка;;;Видавництво 21;1996;978-617-614-307-9;Історична проза
Пауль Целан;Затьмарено;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-306-2;Світова поезія
Міколай Ґринберґ;Я звинувачую Аушвіц. Родинні історії;Українська;Олександр Бойченко;;;Видавництво 21;2020;978-617-614-305-5;Історична проза
Наталія Пашинська;РІЗДВЯНІ ІСТОРІЇ ПІД ПОДУШКУ;Українська;;;;Чорні вівці;2022;978-617-614-304-8;Дитяча проза
Уляна Глібчук;Дівчатка;Українська;;;;Meridian Czernowitz;2021;978-617-614-303-1;Сучасна українська проза
Алан Бешич;Хроніка дрібниць;Українська;Алла Тараненко;;;Видавництво 21;2020;978-617-614-302-4;Світова поезія
Ізраель Халфен;Пауль Целан. Біографія юності поета;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-301-7;Мемуари. Біографії. Листування
Аґнєшка Стельмашик;Хроніки Архео. Книга 5. Загадка Діамантової долини;Українська;Ірина Шевченко;;;Чорні вівці;2020;978-617-614-300-0;Історична проза
Залця Ландманн;Моя Галичина. Край за Карпатами;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-299-7;Історична проза
Ірина Пустиннікова;Буковина. Чернівецька область;Українська/ Англійська;;;Bukovyna. Chernivtsi Region;Meridian Czernowitz;2020;978-617-614-298-0;Подорожі. Путівники. Мапи
Аґнєшка Стельмашик;Веселі випадки котячої громадки;Українська;Ірина Шевченко;;;Чорні вівці;2020;978-617-614-297-3;Книги для найменших
Томаш Ґживачевський;Кордони мрій. Про невизнані республіки;Українська;Наталя Ткачик;;;Видавництво 21;2020;978-617-614-296-6;Документалістика та репортажі
Іра Бова;Диводрім і Піжамна Пані;Українська;;;;Чорні вівці;2021;978-617-614-295-9;Дитяча проза
Арно Каменіш;УСЕ ДОПИТО;Українська;Люба-Параскевія Стринадюк;;Ustrinkata;Видавництво 21;2020;978-617-614-294-2;Сучасна світова проза
Арно Каменіш;ПОЗАДУ ВОКЗАЛУ;Українська;Люба-Параскевія Стринадюк;;Hinter dem Bahnhof;Видавництво 21;2020;978-617-614-293-5;Сучасна світова проза
Арно Каменіш;СЕЦ НЕР;Українська;Люба-Параскевія Стринадюк;;Sez Ner;Видавництво 21;2020;978-617-614-292-8;Сучасна світова проза
Пауль Целан;Притулок часу;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-289-8;Світова поезія
Юля Косівчук;Пані Резиденція;Українська;;;;Чорні вівці;2020;978-617-614-288-1;Література для навчання та розвитку
Павло Матюша;КОКЛІКО;Українська;;;;Видавництво 21;2020;978-617-614-287-4;Історична проза
Ксенія Фукс;12 сезонів жінки;Українська;;;;Meridian Czernowitz;2020;978-617-614-286-7;Сучасна світова проза
Симор Гласенко;ДІМ ЧИСТОГО СВІТЛА;Українська;;;;Видавництво 21;2020;978-617-614-284-3;Сучасна світова проза
Реймонд Карвер;Про що ми говоримо, коли говоримо про любов;Українська;Юрій Паустовський;;;Meridian Czernowitz;2020;978-617-614-283-6;Антології та коротка проза
Юлія Ілюха;Космокоти. Марсіанські хроніки Мурка Мняуска;Українська;;;;Чорні вівці;2022;978-617-614-282-9;Фантастика та фентезі для дітей
Евеліна Дацюте;Щастя - це лисичка;Українська;Володислав Журба;;;Чорні вівці;2020;978-617-614-280-5;Дитяча проза
Ервін Мозер;Веселі історії на добраніч;Українська;Неля Ваховська;;;Чорні вівці;2020;978-617-614-277-5;Книги для батьків
Герман Штернберґ;ІСТОРІЯ ЧЕРНІВЕЦЬКИХ ЄВРЕЇВ;Українська;Марко Кулик;;;Видавництво 21;2020;978-617-614-276-8;Мистецтво, мода та фотографія
Аґнєшка Стельмашик;Хроніки Архео. Книга 4. Прокляття золотого дракона;Українська;Ірина Шевченко;;;Чорні вівці;2019;978-617-614-272-0;Підліткова література
Владимир Арсенієвич;У тюрмі;Українська;Андрій Любка;;;Видавництво 21;2019;978-617-614-268-3;Сучасна світова проза
Йозеф Рот;Міста і люди;Українська;Христина Назаркевич, Олеся Яремчук;;;Видавництво 21;2019;978-617-614-267-6;Історична проза
Агнета Плейель;Зима в Стокгольмі;Українська;Софія Волковецька;;;Видавництво 21;2019;978-617-614-266-9;Сучасна світова проза
Леся Івасюк;Зашморги;Українська;;;;Видавництво 21;2019;978-617-614-264-5;Сучасна українська проза
Юлія Гудошник;БОЖЕ[Я]ВІЛЬНА;Українська;;;;Видавництво 21;2019;978-617-614-263-8;Сучасна українська проза
Ілона Айнвольт;Читати заборонено! (Майже) таємний посібник;Українська;Олександра Григоренко;;;Чорні вівці;2023;978-617-614-258-4;Підліткова література
Роксоляна Тимяк-Лончина;Мене звати Лада. А тебе?;Українська;;;;Чорні вівці;2019;978-617-614-257-7;Фантастика та фентезі для дітей
Крістоф Родлер;Легенди Австрії;Українська;Алла Паславська, Оксана Мольдерф, Любомир Бораковський;;;Чорні вівці;2019;978-617-614-255-3;Міфи, легенди, фольклор
Масао Моріта;Математик, який перетворився на мурашку;Українська;Ольга Боднарчук;;;Чорні вівці;2019;978-617-614-254-6;Література для навчання та розвитку
Данута Парляк;Чужий у лісі;Українська;Олена Шевченко;;;Чорні вівці;2019;978-617-614-253-9;Книги для найменших
Пола Мак-Лейн;Паризька дружина;Українська;Ірина Вікирчак;;;Meridian Czernowitz;2019;978-617-614-250-8;Сучасна світова проза
Селья Агава;ТЕ, ЩО ПАДАЄ З НЕБА;Українська;;;;Видавництво 21;2019;978-617-614-249-2;Сучасна світова проза
Андреас Бернард;РОБИТИ ДІТЕЙ;Українська;Олександра Григоренко;;;Видавництво 21;2019;978-617-614-248-5;Здоров'я та медицина
Тетяна Давиденко;Країна призначення;Українська;;;;Видавництво 21;2019;978-617-614-247-8;Сучасна українська проза
Ґеорґ Дроздовський;Тоді в Чернівцях і довкола. Спогади старого австрійця;Українська;Петро Рихло;;;Видавництво 21;2019;978-617-614-245-4;Історична проза
Пауль Целан;АРІЯ СНІГУ;Українська;Петро Рихло;;;Видавництво 21;2019;978-617-614-241-6;Світова поезія
Андерс Бйоркелід;Зла зима. Оповідь про Кровних. Перша книжка;Українська;Софія Волковецька;;;Чорні вівці;2019;978-617-614-237-9;Підліткова література
Оксана Матійчук;Життя у слові. Графічна бографія Рози Ауслендер;Українська;Петро Рихло;;;Чорні вівці;2019;978-617-614-236-2;Мемуари. Біографії. Листування
Яна Сотник;Рака така, або риба, яка співає;Українська;;;;Чорні вівці;2019;978-617-614-235-5;Дитяча проза
Сома Морґенштерн;В інші часи. Юні літа у Східній Галичині;Українська;Галина Петросаняк;;;Видавництво 21;2019;978-617-614-233-1;Історична проза
Наталія Гриценко;Ательє на старій вулиці міста, що пахло корицею й кремом Nivea;Українська;;;;Видавництво 21;2019;978-617-614-232-4;Сучасна українська проза
Володимир Килинич;ЧЕРНІВЦІ ДЛЯ СВОЇХ. Екскурсія в прозі;Українська;;;;Видавництво 21;2019;978-617-614-231-7;Сучасна українська проза
Ришард Капусцінський;ГЕБАН;Українська;Олесь Герасим;;;Видавництво 21;2019;978-617-614-230-0;Сучасна світова проза
Йорг Мюле;Іще почухаєш за вушком?;Українська;Олександра Григоренко;;;Чорні вівці;2022;978-617-614-229-4;Книги для батьків
Йорг Мюле;Витри слізки зайченяті;Українська;Олександра Григоренко;;;Чорні вівці;2022;978-617-614-228-7;Книги для батьків
Йорг Мюле;Зайченя купається;Українська;Олександра Григоренко;;;Чорні вівці;2022;978-617-614-227-0;Книги для батьків
Олександр Бойченко;Країна за збручем;Українська;;;;Meridian Czernowitz;2018;978-617-614-224-9;Антології та коротка проза
Оксана Лущевська;Папужка;Українська;;;;Чорні вівці;2018;978-617-614-222-5;Література для навчання та розвитку
Аґнєшка Стельмашик;Хроніки Архео. Книга 3. Секрет великого магістра;Українська;Ірина Шевченко;;;Чорні вівці;2018;978-617-614-219-5;Фантастика та фентезі для дітей
Артем Чапай;The Ukraine;Українська;;;;Meridian Czernowitz;2018;978-617-614-218-8;Антології та коротка проза
Джон Фанте;СПИТАЙ У ПИЛУ;Українська;Юрій Паустовський;;Ask the Dust by John Fante;Видавництво 21;2018;978-617-614-216-4;Сучасна світова проза
Агарон Аппельфельд;КАТЕРИНА;Українська;;;;Видавництво 21;2018;978-617-614-215-7;Сучасна світова проза
Петра Морсбах;І РАПТОМ ВЖЕ ВЕЧІР;Українська;Людмила Нор;;;Видавництво 21;2018;978-617-614-213-3;Сучасна світова проза
Аґата Тушинська;НАРЕЧЕНА ШУЛЬЦА;Українська;Віра Меньок;;;Видавництво 21;2018;978-617-614-212-6;Мемуари. Біографії. Листування
Мухарем Баздуль;КОНЦЕРТ;Українська;;;;Видавництво 21;2018;978-617-614-211-9;Сучасна світова проза
Андрій Тужиков;Коротка історія технологій, або Як зрозуміти свій ґаджет;Українська;;;;Чорні вівці;2018;978-617-614-210-2;Підліткова література
Пауль Целан;Світлопримус;Українська;Петро Рихло;;;Видавництво 21;2018;978-617-614-209-6;Світова поезія
Ярослав Поліщук;ГІБРИДНА ТОПОГРАФІЯ;Українська;;;;Видавництво 21;2018;978-617-614-208-9;Культурологія
Аґнєшка Стельмашик;Хроніки Архео. Книга 2. Скарб Атлантів;Українська;Ірина Шевченко;;;Чорні вівці;2018;978-617-614-207-2;Підліткова література
Леннарт Гельсінґ;Трелі та вушка дракона. Книжка про музичні інструменти;Українська;;;;Чорні вівці;2018;978-617-614-203-4;Книги для батьків
Дімітре Дінев;ЯНГОЛЬСЬКІ ГОЛОСИ;Українська;Володимир Кам'янець;;;Видавництво 21;2018;978-617-614-202-7;Сучасна світова проза
Кріс Рідделл;Майстерня Вендела;Українська;Діана Якімчук;;;Чорні вівці;2018;978-617-614-200-3;Література для навчання та розвитку
Кріс Рідделл;Імператор Абсурдії;Українська;Олександра Бойченко;;;Чорні вівці;2018;978-617-614-198-3;Фантастика та фентезі для дітей
Кім Фупц Окесон;Мій дідусь став привидом;Українська;Наталя Іваничук;;;Чорні вівці;2018;978-617-614-196-9;Фантастика та фентезі для дітей
Барбара Скарґа;Після визволення... 1944-1956;Українська;Дмитро Антонюк;;;Видавництво 21;2018;978-617-614-195-2;Мемуари. Біографії. Листування
Юрг Шубігер;Двоє закоханих;Українська;Олександра Григоренко;;;Чорні вівці;2018;978-617-614-194-5;Література для навчання та розвитку
Крістіан Крахт;ІМПЕРІУМ;Українська;Богдан Стороха;;;Видавництво 21;2018;978-617-614-192-1;Сучасна світова проза
Ервін Мозер;Чудові історїі на добраніч;Українська;Неля Ваховська;;;Чорні вівці;2020;978-617-614-190-7;Дитяча проза
Наталія Гриценко;Місто пахло корицею й кремом Nivea. Чернівецький вінтажний альбом;Українська;;;;Видавництво 21;2017;978-617-614-189-1;Сучасна українська проза
Светислав Басара;ФАМА ПРО ВЕЛОСИПЕДИСТІВ;Українська;Андрій Любка;;;Видавництво 21;2017;978-617-614-188-4;Сучасна світова проза
Аґнєшка Стельмашик;Хроніки Архео. Книга 1. Таємниця коштовності  Нефертіті;Українська;Ірина Шевченко;;;Чорні вівці;2017;978-617-614-186-0;Підліткова література
Вольф Ерльбрух;Леонард;Українська;Олександра Григоренко;;;Чорні вівці;2017;978-617-614-184-6;Література для навчання та розвитку
Ольга Мельник;Ship Life, або Сім місяців добровільного рабства;Українська;;;;Видавництво 21;2018;978-617-614-183-9;Сучасна українська проза
Ян Ваґнер;БЛЮЗ КЕНТАВРІВ;Українська;Юрій Андрухович, Марк Бєлорусець, Петро Рихло;;;Видавництво 21;2017;978-617-614-182-2;Світова поезія
Рок Крепен Мфані Піно;Африканські казки;Українська;Володимир Кам'янець;;;Чорні вівці;2017;978-617-614-181-5;Дитяча проза
Симор Гласенко;НУАР ПО-УКРАЇНСЬКИ;Українська;;;;Видавництво 21;2017;978-617-614-179-2;Сучасна світова проза
Ральф Дутлі;Остання подорож Сутіна;Українська;Христина Назаркевич;;;Видавництво 21;2017;978-617-614-178-5;Мемуари. Біографії. Листування
Вольф Ерльбрух;Ведмеже диво;Українська;Олександра Григоренко;;;Чорні вівці;2017;978-617-614-176-1;Дитяча проза
Вернер Ґольцварт;Про малого крота, який хотів дізнатися, хто наклав йому на голову;Українська;Олександра Григоренко;;;Чорні вівці;2022;978-617-614-174-7;Література для навчання та розвитку
Христя Венгринюк;Легенди Чернівців від чорної вівці;Українська;;;;Чорні вівці;2017;978-617-614-173-0;Підліткова література
Вільгельм Шмід;Душевний спокій;Українська;Олександра Мельник-Подолян;;;Видавництво 21;2017;978-617-614-171-6;Соціологія та філософія
Ервін Мозер;Манюній. Велика книжка про маленького слоника;Українська;Неля Ваховська;;;Чорні вівці;2019;978-617-614-169-3;Дитяча проза
Ігор Штікс;Стілець Еліяху;Українська;Наталія Хороз;;;Видавництво 21;2017;978-617-614-168-6;Сучасна світова проза
Єжи Стемповський;Вибрані есе;Українська;Віктор Дмитрук;;;Видавництво 21;2017;978-617-614-167-9;Класична світова проза
Марек Гласко;КРАСИВІ ДВАДЦЯТИЛІТНІ;Українська;;;;Видавництво 21;2017;978-617-614-166-2;Мемуари. Біографії. Листування
Мартін Поллак;До Галичини. Про хасидів, гуцулів, поляків і русинів;Українська;Неля Ваховська;;;Видавництво 21;2017;978-617-614-164-8;Документалістика та репортажі
Олександра Іванюк;АМОР[Т]Е;Українська;;;;Видавництво 21;2017;978-617-614-162-4;Сучасна українська проза
Ірина Жураковська;По той бік війни;Українська;;;;Видавництво 21;2017;978-617-614-161-7;Історична проза
Пауль Целан;Волокнисті сонця;Українська;Петро Рихло;;;Видавництво 21;2107;978-617-614-160-0;Світова поезія
Максим Дупешко;Історія, варта цілого яблуневого саду;Українська;;;;Видавництво 21;2017;978-617-614-158-7;Історична проза
Юрій Винничук;Місце для дракона;Українська;;;;Чорні вівці;2023;978-617-614-154-9;Підліткова література
Ейтан Борітцер;Що таке смерть?;Українська/ Англійська;Юлія Пелепчук;;;Чорні вівці;2016;978-617-614-152-5;Література для навчання та розвитку
Ейтан Борітцер;Що таке любов?;Українська/ Англійська;Юлія Пелепчук;;;Чорні вівці;2016;978-617-614-151-8;Література для навчання та розвитку
Ейтан Борітцер;Що таке Бог?;Українська/ Англійська;Юлія Пелепчук;;;Чорні вівці;2016;978-617-614-150-1;Релігія. Езотерика
Ейтан Борітцер;Що таке краса?;Українська/ Англійська;Юлія Пелепчук;;;Чорні вівці;2016;978-617-614-146-4;Література для навчання та розвитку
Юліус Вебер;Російска окупація Чернівців;Українська;Сергій Осачук;;;Meridian Czernowitz;2016;978-617-614-144-0;Документалістика та репортажі
Іво Брешан;АЗАРТНІ ІГРИ З ДОЛЕЮ;Українська;Ірина Маркова;;;Видавництво 21;2017;978-617-614-141-9;Сучасна світова проза
Надія Кушко;Надія і демон самотності;Українська;;;;Видавництво 21;2016;978-617-614-139-6;Класична українська поезія
Оксана Лущевська;Синя парасоля;Українська;;;;Чорні вівці;2016;978-617-614-136-5;Література для навчання та розвитку
Каталін Доріан Флореску;Якоб вирішує любити;Українська;Юрко Прохасько;;;Видавництво 21;2016;978-617-614-134-1;Сучасна світова проза
Анатолій Дністровий;Гармидер у Дніпрі;Українська;;;;Чорні вівці;2016;978-617-614-132-7;Дитячі енциклопедії
Ірина Цілик;ГЛИБИНА РІЗКОСТІ;Українська;;;;Meridian Czernowitz;2016;978-617-614-129-7;Сучасна українська поезія
Ервін Мозер;Фантастичні історії на добраніч;Українська;Неля Ваховська;;;Чорні вівці;2020;978-617-614-125-9;Література для навчання та розвитку
Срджан Валяревич;Комо;Українська;Андрій Любка;;;Видавництво 21;2016;978-617-614-123-5;Сучасна світова проза
Андрій Тужиков;Ще одна цегла в стіні;Українська;;;;Чорні вівці;2016;978-617-614-121-1;Підліткова література
Ришард Капусцінський;ЩЕ ДЕНЬ ЖИТТЯ;Українська;Олесь Герасим;;;Видавництво 21;2016;978-617-614-119-8;Сучасна світова проза
Олександр Бойченко;50 відсотків рації;Українська;;;;Meridian Czernowitz;2016;978-617-614-116-7;Антології та коротка проза
Пауль Целан;Злам подиху;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-115-0;Світова поезія
Вільям Ґолдінґ;БОГ СКОРПІОН;Українська;Дмитро Костенко;;;Видавництво 21;2015;978-617-614-114-3;Класична світова проза
Нада Ґашич;Вода, павутина;Українська;Наталя Хороз;;;Видавництво 21;2015;978-617-614-113-6;Сучасна світова проза
Йозеф Вінклер;NATURA MORTA;Українська;Неля Ваховська;;;Видавництво 21;2015;978-617-614-112-9;Сучасна світова проза
Катерина Петровська;МАБУТЬ ЕСТЕР;Українська;Юрій Прохасько;;;Видавництво 21;2015;978-617-614-105-1;Сучасна світова проза
Андрій Любка;Карбід;Українська;;;;Meridian Czernowitz;2015;978-617-614-103-7;Сучасна українська проза
Томас Главінич;Життя бажань;Українська;Володимир Камʼянець;;;Видавництво 21;2015;978-617-614-100-6;Сучасна світова проза
Пауль Целан;Нічийна троянда;Українська;Петро Рихло;;;Meridian Czernowitz;2020;978-617-614-099-3;Світова поезія
Кристина Черні;Кажан у храмі. Біографія Юрія Новосільського;Українська;;;;Видавництво 21;2015;978-617-614-097-9;Мемуари. Біографії. Листування
Пауль Целан;Мовні ґрати;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-089-4;Світова поезія
Станіслав Лубенський;Степовий пірат;Українська;Оксана Пендерецька;;;Видавництво 21;2015;978-617-614-087-0;Публіцистика
Ільма Ракуза;Море моря;Українська;Христина Назаркевич;;;Видавництво 21;2015;978-617-614-082-5;Сучасна світова проза
Ернст Юнгер;В сталевих грозах;Українська;Юрко Прохасько;;;Видавництво 21;2022;978-617-614-078-8;Класична світова проза
Пауль Целан;Від порога до порога;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-061-0;Світова поезія
Христя Венгринюк;Хутір Америка;Українська;;;;Видавництво 21;2013;978-617-614-050-4;Сучасна українська проза
Роберт Вальзер;Прогулянка;Українська;Юрій Андруховіч;;;Meridian Czernowitz;2013;978-617-614-047-4;Сучасна світова проза
Пауль Целан;Мак і пам'ять;Українська;Петро Рихло;;;Видавництво 21;2020;978-617-614-039-9;Світова поезія
Роза Ауслендер;Час Фенікса;Українська;Петро Рихло;;;Видавництво 21;2011;978-617-614-014-6;Світова поезія
Трентон Лі Стюарт;Таємниче товариство пана Бенедикта. Книга 1;Українська;Тетяна Савчинська;;The Mysterious Benedict Society;А-ба-ба-га-ла-ма-га;2022;978-617-585-232-3;Підліткова література
Ярослав Світ;Троє проти зла. Частина 1;Українська;;;;А-ба-ба-га-ла-ма-га;2021;978-617-585-208-8;Комікси для дітей і підлітків
Сашко Дерманський;Стонадцять халеп Остапа Квіточки;Українська;;;;А-ба-ба-га-ла-ма-га;2020;978-617-585-109-8;Дитяча проза
Тарас Антипович;Помирана;Українська;;;;А-ба-ба-га-ла-ма-га;2016;978-617-585-106-7;Сучасна українська проза
Джилл Сімс;Чому матуся часто матіркує;Українська;;;;Моноліт-Bizz;2021;978-617-577-288-1;Психологія та стосунки
Джилл Сімс;Чому матусю все дістало;Українська;;;;Моноліт-Bizz;2021;978-617-577-286-7;Психологія та стосунки
Джилл Сімс;Чому матуся хоче напитися;Українська;;;;Моноліт-Bizz;2021;978-617-577-283-6;Романи
Ґеорґ Юганссон;Мулле Мек та Буффа - майстри-відчайдухи;Українська;;;;Моноліт-Bizz;2020;978-617-577-255-3;Література для навчання та розвитку
Ґеорґ Юганссон;Мулле Мек будує літак;Українська;;;;Моноліт-Bizz;2021;978-617-577-254-6;Література для навчання та розвитку
Ґеорґ Юганссон;Мулле Мек зводить будинок;Українська;;;;Моноліт-Bizz;2020;978-617-577-253-9;Література для навчання та розвитку
Ґеорґ Юганссон;Мулле Мек будує човен;Українська;;;;Моноліт-Bizz;2022;978-617-577-252-2;Література для навчання та розвитку
Ґеорґ Юганссон;Мулле Мек майструє автомобіль;Українська;;;;Моноліт-Bizz;2020;978-617-577-251-5;Книги для батьків
Ася Міцкевич;Ася і пластиковий світ;Українська;;;;Моноліт-Bizz;2020;978-617-577-235-5;Література для навчання та розвитку
Бретт Блюменталь;Одна звичка на тиждень;Українська;;;;Моноліт-Bizz;2021;978-617-577-230-0;Мотивація
Марта Приріз;Я у своєму житті. Путівник до себе;Українська;;;;Моноліт-Bizz;2020;978-617-577-229-4;Психологія та стосунки
Наомі Девіс Лі;Пиши тут, пиши зараз;Українська;;;;Моноліт-Bizz;2020;978-617-577-222-5;Письменництво та журналістика
Рассел Бренд;Відновлення. Звільнення від наших залежностей;Українська;;;;Моноліт-Bizz;2020;978-617-577-220-1;Психологія та стосунки
Шике Морін;Без ярликів. Історія успіху екс-глави модного дому Chanel;Українська;;;;Моноліт-Bizz;2020;978-617-577-218-8;Мемуари. Біографії. Листування
Марк Кістлер;Ви зможете малювати за 30 днів;Українська;;;;Моноліт-Bizz;2020;978-617-577-212-6;Мистецтво, мода та фотографія
Ель Луна;Сила твоєї історії. Звільни свій внутрішній голос;Українська;А. Жищинська;;;Моноліт-Bizz;2020;978-617-577-194-5;Психологія та стосунки
Таіс Золотковська;Червона сукня моєї тітки;Українська;;;;Моноліт-Bizz;2019;978-617-577-174-7;Сучасна українська проза
Олексій Іванов;Як придумати ідею, якщо ви не Оґілві;Українська;;;;Моноліт-Bizz;2019;978-617-577-172-3;Історії бізнесів та бізнесменів
Ларрі Кінг;Як розмовляти будь з ким, будь-коли і будь-де;Українська;;;;Моноліт-Bizz;2019;978-617-577-169-3;Психологія та стосунки
Євген Жигилий;Майстер дзвінка. Як пояснювати, переконувати і продавати телефоном;Українська;;;;Моноліт-Bizz;2019;978-617-577-168-6;Історії бізнесів та бізнесменів
Андрій Оністрат;Як я про$рав банк;Українська;;;;Моноліт-Bizz;2019;978-617-577-167-9;Мотивація
О. Рєзанова;Ніколи-небудь. Як вийти з безвиході і віднайти себе;Українська;Ткаченко О.;;;Моноліт-Bizz;2019;978-617-577-165-5;Менеджмент та лідерство
;Між треба та хочу. Знайди і плекай свою пристрасть;Українська;;;;Моноліт-Bizz;2019;978-617-577-162-4;Психологія та стосунки
Марк Ґоулстон;Я чую вас наскрізь  Як порозумітися будь з ким;Українська;Анастасія Жищинська;;Just listen. Discover the Secret to Getting Through to Absolutely Anyone;Моноліт-Bizz;2019;978-617-577-161-7;Психологія та стосунки
Таіс Золотковська;Ай-Кім. Морозиво для Лесі;Українська;;;;Моноліт-Bizz;2019;978-617-577-158-7;Література для навчання та розвитку
Іра Баковецька-Рачковська;Пластилін;Українська;;;;Моноліт-Bizz;2018;978-617-577-155-6;Психологія та стосунки
Лариса Парфентьєва;100 способів змінити життя;Українська;;;;Моноліт-Bizz;2018;978-617-577-154-9;Психологія та стосунки
Брюс Теркел;Усе про них. Розвивайте свій бізнес, фокусуючись на інших;Українська;;;;Моноліт-Bizz;2018;978-617-577-153-2;Історії бізнесів та бізнесменів
Іцхак Калдерон Адізес;"Гонитва за Розквітом  
Максимізуйте успіх компанії за методологією Адізеса";Українська;;;;Моноліт-Bizz;2018;978-617-577-152-5;Історії бізнесів та бізнесменів
Юлія Ілюха;Як Грицик Муху-Нехочуху переміг;Українська;;;;Моноліт-Bizz;2018;978-617-577-146-4;Книги для найменших
Кріс Фасселл;Команда команд. Нові правила взаємодії у складному світі;Українська;;;;Моноліт-Bizz;2018;978-617-577-118-1;Історії бізнесів та бізнесменів
Владислав Бурда;Уроки війни: воєнні хроники сімейного бізнесу України;Українська;;;;Фоліо;2024;978-617-551-690-4;Історії бізнесів та бізнесменів
;Конституцiя України;Українська;;;;Фоліо;2023;978-617-551-542-6;Держава та суспільство
Джейн Остін;Нортенґерське абатство;Українська;Тетяна Шевченко;;;Фоліо;2023;978-617-551-534-1;Класична світова проза
Артем Петрик;Його звуть Падре;Українська;;;;Фоліо;2023;978-617-551-515-0;Мемуари. Біографії. Листування
